ID,SeasonCode,ProductCode,CycleCode,CountryCode,Biz_unit_Code,CatCode,SubCatCode,UnitBaseCode,GenderCode,GroupCode,ColourCode,First_Sale_Date,PVP,Dist_phase,Units_Sold,Stock
5714A012,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase170,Gender1,Group8,Colour11,20160210,5.00,3,12,140,0
57142D97,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase171,Gender1,Group8,Colour2,20160224,4.00,0,105,160,0
56E79E90,SeasonA_Y3,Product3,Cycle2,Country1,Biz_unit4,Cat4,SubCat9,UnitBase340,Gender2,Group2,Colour2,0,18.00,0,0,0,1
570D5A50,SeasonA_Y3,Product64,Cycle2,Country5,Biz_unit4,Cat15,SubCat33,UnitBase518,Gender1,Group2,Colour2,20160226,1.00,0,20,237,0
570E0925,SeasonA_Y3,Product30,Cycle2,Country2,Biz_unit3,Cat8,SubCat25,UnitBase224,Gender2,Group8,Colour2,20160308,5.00,2,65,158,0
57407735,SeasonA_Y3,Product1,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase171,Gender1,Group8,Colour8,20160301,5.00,1,72,83,0
57149501,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase170,Gender1,Group8,Colour2,20160212,5.00,5,6,222,0
5714A416,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase170,Gender1,Group8,Colour1,20160209,5.00,2,8,250,0
5714C347,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase170,Gender1,Group8,Colour11,20160224,3.00,0,30,246,0
57162D09,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase167,Gender2,Group8,Colour11,20160224,4.00,0,103,122,0
57146A58,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase171,Gender1,Group8,Colour11,20160209,5.00,2,10,107,0
5.72E+46,SeasonA_Y3,Product3,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase167,Gender2,Group8,Colour11,20160224,6.50,0,57,79,0
57148484,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat10,UnitBase318,Gender2,Group8,Colour1,20160212,5.00,5,18,155,0
57140153,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase171,Gender1,Group8,Colour11,20160224,4.00,0,123,209,0
570DDC80,SeasonA_Y3,Product30,Cycle2,Country2,Biz_unit3,Cat8,SubCat24,UnitBase502,Gender1,Group8,Colour11,20160224,5.00,0,22,472,1
56A99F19,SeasonA_Y3,Product24,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase193,Gender1,Group10,Colour5,20160330,1.50,3,27,766,1
56A9A424,SeasonA_Y3,Product24,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase193,Gender1,Group10,Colour10,20160331,1.50,4,35,650,1
56A9AC32,SeasonA_Y3,Product24,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase193,Gender1,Group10,Colour2,20160331,1.50,4,47,168,0
56A9C355,SeasonA_Y3,Product24,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase193,Gender1,Group10,Colour1,20160330,1.50,3,95,717,1
56A9CA62,SeasonA_Y3,Product24,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase193,Gender1,Group10,Colour8,20160401,1.50,5,60,739,1
56A9D674,SeasonA_Y3,Product24,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase193,Gender1,Group10,Colour3,20160331,1.50,4,26,680,1
56A9DD81,SeasonA_Y3,Product24,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase193,Gender1,Group10,Colour2,20160331,1.50,4,29,801,1
56A9E892,SeasonA_Y3,Product7,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase155,Gender1,Group2,Colour2,20160505,9.00,0,203,144,0
55D2C820,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase93,Gender1,Group8,Colour1,20160229,5.00,1,71,136,0
56474238,SeasonA_Y3,Product16,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group10,Colour8,20160418,3.50,1,148,255,0
56477084,SeasonA_Y3,Product16,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group10,Colour5,20160419,3.50,2,99,394,0
56475153,SeasonA_Y3,Product16,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group10,Colour2,20160418,3.50,1,84,304,0
55C19E26,SeasonA_Y3,Product1,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase170,Gender2,Group8,Colour11,20160108,5.00,0,23,203,0
55C1A331,SeasonA_Y3,Product1,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase170,Gender2,Group8,Colour2,20160108,5.00,0,54,104,0
55C2B101,SeasonA_Y3,Product6,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase427,Gender1,Group2,Colour2,20151230,6.50,0,23,19,0
568F7319,SeasonA_Y3,Product9,Cycle2,Country1,Biz_unit4,Cat4,SubCat9,UnitBase211,Gender2,Group8,Colour2,20160330,5.00,3,46,156,0
55EBAD93,SeasonA_Y3,Product1,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase115,Gender1,Group9,Colour5,20160205,7.50,0,104,135,0
55EC1294,SeasonA_Y3,Product7,Cycle2,Country7,Biz_unit3,Cat3,SubCat8,UnitBase231,Gender2,Group2,Colour11,20160218,8.00,0,23,268,0
55EC8711,SeasonA_Y3,Product6,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase44,Gender1,Group9,Colour5,0,4.00,0,0,0,1
55ED4B07,SeasonA_Y3,Product7,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase186,Gender1,Group2,Colour2,0,10.00,0,102,360,1
55ED6634,SeasonA_Y3,Product7,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase77,Gender1,Group8,Colour2,20160223,10.00,2,104,156,0
55EEBA74,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group9,Colour9,0,2.50,0,0,0,1
55EB8957,SeasonA_Y3,Product1,Cycle2,Country7,Biz_unit4,Cat4,SubCat12,UnitBase86,Gender1,Group9,Colour9,20160115,5.00,0,12,311,0
55ED3686,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase26,Gender2,Group2,Colour1,20160509,2.50,0,0,0,0
55EE3743,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase26,Gender2,Group9,Colour1,0,2.50,0,0,0,1
55EB7739,SeasonA_Y3,Product1,Cycle2,Country7,Biz_unit4,Cat4,SubCat12,UnitBase86,Gender1,Group9,Colour2,20160115,5.00,0,26,308,0
55ED1654,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase93,Gender1,Group8,Colour2,20160309,5.00,0,98,97,0
55EE8521,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase95,Gender2,Group8,Colour11,20160219,4.00,0,31,229,0
55ECDA94,SeasonA_Y3,Product2,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase45,Gender2,Group10,Colour11,20160227,3.00,6,12,297,0
55ED0840,SeasonA_Y3,Product2,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase45,Gender2,Group10,Colour5,20160208,3.00,0,18,242,0
55EEA755,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase95,Gender2,Group8,Colour1,20160309,4.00,0,116,207,0
55ECBF67,SeasonA_Y3,Product2,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase112,Gender2,Group10,Colour2,20160314,2.50,1,49,267,0
55EDAE06,SeasonA_Y3,Product3,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase340,Gender2,Group2,Colour2,20160311,11.50,0,142,95,0
55EC8C16,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit3,Cat3,SubCat10,UnitBase104,Gender2,Group9,Colour2,0,3.00,0,0,0,1
55ED1149,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase162,Gender2,Group2,Colour1,20160308,4.00,0,169,92,0
55ECC775,SeasonA_Y3,Product2,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase112,Gender2,Group10,Colour3,20160331,2.50,18,20,394,1
55EE4456,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase26,Gender2,Group9,Colour11,0,2.50,0,0,0,1
55EE4860,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase95,Gender2,Group9,Colour1,20160111,2.50,0,173,127,0
55EEA048,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase95,Gender2,Group8,Colour1,20160310,4.00,0,73,253,0
56032501,SeasonA_Y3,Product9,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase155,Gender1,Group8,Colour5,20160318,10.00,0,92,470,1
5.60E+98,SeasonA_Y3,Product7,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase186,Gender1,Group2,Colour5,20160318,11.50,0,49,179,0
55E40028,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase115,Gender1,Group9,Colour8,20160104,6.50,8,94,154,0
55E18C00,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit4,Cat15,SubCat41,UnitBase143,Gender1,Group8,Colour2,20160106,8.00,0,7,265,0
55E14125,SeasonA_Y3,Product82,Cycle2,Country1,Biz_unit3,Cat8,SubCat15,UnitBase35,Gender2,Group9,Colour13,20160102,5.50,2,112,45,0
55E58012,SeasonA_Y3,Product3,Cycle2,Country5,Biz_unit3,Cat3,SubCat10,UnitBase117,Gender2,Group8,Colour11,20151230,8.00,3,38,159,0
55E6F383,SeasonA_Y3,Product33,Cycle2,Country1,Biz_unit3,Cat8,SubCat25,UnitBase249,Gender1,Group8,Colour2,20160205,6.50,12,9,111,0
55C7F650,SeasonA_Y3,Product4,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase152,Gender1,Group10,Colour2,20160202,6.50,2,30,281,0
55C80262,SeasonA_Y3,Product7,Cycle2,Country1,Biz_unit3,Cat3,SubCat8,UnitBase190,Gender1,Group2,Colour8,20160104,9.00,4,35,170,0
55F1EE94,SeasonA_Y3,Product50,Cycle2,Country1,Biz_unit4,Cat15,SubCat48,UnitBase205,Gender1,Group8,Colour13,20160115,5.00,0,21,216,0
55F1A218,SeasonA_Y3,Product33,Cycle2,Country5,Biz_unit3,Cat8,SubCat24,UnitBase85,Gender1,Group8,Colour2,20151230,10.00,3,36,104,0
55F19E14,SeasonA_Y3,Product41,Cycle1,Country1,Biz_unit3,Cat8,SubCat37,UnitBase370,Gender1,Group10,Colour7,20160121,2.00,0,20,7,0
55F09A54,SeasonA_Y3,Product16,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase104,Gender2,Group10,Colour2,20160204,1.50,0,0,89,0
55F19404,SeasonA_Y3,Product30,Cycle2,Country5,Biz_unit3,Cat8,SubCat25,UnitBase81,Gender1,Group8,Colour2,20160111,9.00,0,26,100,0
55F08533,SeasonA_Y3,Product16,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase104,Gender2,Group10,Colour4,20160227,1.50,6,24,121,0
55F1B436,SeasonA_Y3,Product41,Cycle2,Country1,Biz_unit4,Cat15,SubCat33,UnitBase379,Gender1,Group10,Colour8,20160121,2.00,0,23,21,0
55F08F43,SeasonA_Y3,Product16,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase104,Gender2,Group10,Colour3,20160227,1.50,6,18,60,0
55F06298,SeasonA_Y3,Product1,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase109,Gender2,Group10,Colour1,20160202,2.50,2,31,97,0
55F07B23,SeasonA_Y3,Product16,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase104,Gender2,Group10,Colour5,20160227,1.50,6,27,95,0
55F20517,SeasonA_Y3,Product40,Cycle2,Country5,Biz_unit3,Cat8,SubCat37,UnitBase438,Gender1,Group8,Colour8,20160102,3.50,2,21,48,0
55F0AB71,SeasonA_Y3,Product16,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase26,Gender2,Group10,Colour10,20160227,1.50,6,91,38,0
55E5E614,SeasonA_Y3,Product33,Cycle2,Country1,Biz_unit3,Cat8,SubCat24,UnitBase201,Gender1,Group8,Colour2,20160202,6.50,2,5,137,0
55E5FE38,SeasonA_Y3,Product10,Cycle1,Country2,Biz_unit4,Cat4,SubCat12,UnitBase77,Gender1,Group10,Colour2,20160131,9.00,7,0,96,0
55E62D85,SeasonA_Y3,Product1,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase167,Gender2,Group8,Colour1,20160126,5.00,2,88,152,0
55E62678,SeasonA_Y3,Product1,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase167,Gender2,Group8,Colour2,20160126,5.00,2,36,219,0
55E62072,SeasonA_Y3,Product10,Cycle1,Country2,Biz_unit3,Cat3,SubCat8,UnitBase108,Gender2,Group10,Colour2,20160126,8.00,2,56,87,0
55E60040,SeasonA_Y3,Product10,Cycle1,Country2,Biz_unit4,Cat4,SubCat12,UnitBase77,Gender1,Group10,Colour2,20160202,9.00,9,87,111,0
55E61056,SeasonA_Y3,Product10,Cycle1,Country2,Biz_unit3,Cat3,SubCat10,UnitBase15,Gender2,Group10,Colour2,20151230,8.00,3,27,120,0
560AAD29,SeasonA_Y3,Product7,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase186,Gender1,Group2,Colour1,20160331,10.00,0,80,250,0
560A9101,SeasonA_Y3,Product9,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase251,Gender1,Group8,Colour8,20160331,6.50,0,114,183,0
560A5F51,SeasonA_Y3,Product7,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase190,Gender1,Group8,Colour2,20160420,6.50,3,52,198,0
560A5339,SeasonA_Y3,Product7,Cycle2,Country2,Biz_unit3,Cat3,SubCat6,UnitBase13,Gender1,Group8,Colour1,20160419,6.50,2,207,89,0
560ADB75,SeasonA_Y3,Product9,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase155,Gender1,Group2,Colour8,20160314,9.00,1,29,117,0
560A4020,SeasonA_Y3,Product5,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase59,Gender1,Group2,Colour2,20160316,5.00,3,34,203,0
560C5149,SeasonA_Y3,Product10,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase14,Gender2,Group10,Colour1,20160305,5.00,6,90,174,0
56A9FB11,SeasonA_Y3,Product9,Cycle2,Country7,Biz_unit3,Cat3,SubCat10,UnitBase241,Gender2,Group2,Colour2,20160505,8.00,5,70,140,0
56449553,SeasonA_Y3,Product13,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase108,Gender1,Group2,Colour1,20160326,8.00,13,4,123,0
56504141,SeasonA_Y3,Product36,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase407,Gender2,Group8,Colour8,20160511,5.00,3,56,138,0
55F27327,SeasonB_Y3,Product25,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase127,Gender2,Group8,Colour2,20160316,9.00,3,178,282,0
5676B282,SeasonA_Y3,Product6,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase44,Gender1,Group10,Colour5,20160422,2.50,5,124,575,1
5677A020,SeasonA_Y3,Product13,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase77,Gender1,Group9,Colour1,20160308,6.50,9,217,119,0
55A2E056,SeasonA_Y3,Product10,Cycle2,Country4,Biz_unit3,Cat3,SubCat10,UnitBase15,Gender2,Group9,Colour5,20160108,5.00,0,54,149,0
5596CF67,SeasonA_Y3,Product13,Cycle1,Country2,Biz_unit3,Cat3,SubCat8,UnitBase108,Gender2,Group10,Colour1,20151229,5.00,0,72,90,0
56EAC800,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase26,Gender2,Group9,Colour2,20160415,2.00,5,56,319,0
56EAF343,SeasonA_Y3,Product7,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase233,Gender1,Group9,Colour5,20160509,3.00,1,169,167,0
56EB2B99,SeasonA_Y3,Product7,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase233,Gender1,Group10,Colour5,20160609,4.00,1,150,366,0
579C3F31,SeasonA_Y3,Product118,Cycle2,Country5,Biz_unit4,Cat15,SubCat48,UnitBase436,Gender1,Group8,Colour13,20160620,3.00,3,64,265,0
56F83941,SeasonA_Y3,Product24,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase193,Gender1,Group9,Colour1,20160502,2.50,0,94,227,0
56F82824,SeasonA_Y3,Product24,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase193,Gender1,Group9,Colour1,20160502,2.50,0,91,155,0
56F8BF75,SeasonA_Y3,Product90,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase223,Gender1,Group9,Colour2,20160525,3.00,5,58,325,0
57567868,SeasonA_Y3,Product6,Cycle2,Country1,Biz_unit4,Cat4,SubCat9,UnitBase339,Gender2,Group2,Colour9,20160808,9.00,0,0,0,0
57170929,SeasonA_Y3,Product7,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase233,Gender1,Group8,Colour2,20160301,8.00,2,82,491,1
571BFD97,SeasonA_Y3,Product34,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase154,Gender1,Group8,Colour2,20160619,10.00,26,1,3,0
579A7573,SeasonA_Y3,Product9,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase323,Gender2,Group8,Colour11,20160525,4.00,1,549,98,0
579AAA26,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase171,Gender1,Group8,Colour1,20160516,4.00,1,513,109,0
56EB5E50,SeasonA_Y3,Product90,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase265,Gender2,Group9,Colour11,0,4.00,0,0,0,1
5799A868,SeasonA_Y3,Product1,Cycle2,Country5,Biz_unit3,Cat3,SubCat11,UnitBase111,Gender2,Group8,Colour1,20160322,4.00,0,115,69,0
55FF0343,SeasonA_Y3,Product6,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase339,Gender2,Group2,Colour2,20160322,10.00,0,84,198,0
55FE6C92,SeasonA_Y3,Product6,Cycle2,Country4,Biz_unit3,Cat3,SubCat11,UnitBase431,Gender2,Group8,Colour2,20160301,4.00,2,88,58,0
55FD0735,SeasonA_Y3,Product6,Cycle2,Country7,Biz_unit4,Cat4,SubCat12,UnitBase44,Gender1,Group9,Colour11,20160301,6.50,1,80,305,0
55FF4105,SeasonA_Y3,Product4,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase54,Gender2,Group10,Colour7,20160204,7.50,4,15,348,0
55FD4799,SeasonA_Y3,Product6,Cycle1,Country7,Biz_unit3,Cat3,SubCat8,UnitBase12,Gender1,Group10,Colour2,20160219,4.00,0,82,116,0
55FD7040,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase86,Gender1,Group2,Colour1,20160328,7.50,1,75,170,0
55FF6F51,SeasonA_Y3,Product1,Cycle2,Country2,Biz_unit3,Cat3,SubCat10,UnitBase109,Gender2,Group2,Colour2,20160210,4.00,10,19,160,0
55FF1864,SeasonA_Y3,Product6,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase339,Gender2,Group2,Colour5,20160303,11.50,3,6,288,0
562D2755,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit3,Cat3,SubCat10,UnitBase318,Gender2,Group8,Colour1,20160331,5.00,0,79,58,0
568DC488,SeasonA_Y3,Product9,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase188,Gender2,Group8,Colour2,20160416,9.00,0,163,195,0
55D72E46,SeasonA_Y3,Product1,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase95,Gender2,Group10,Colour11,20160102,2.00,6,104,511,1
55D9FA62,SeasonA_Y3,Product2,Cycle2,Country7,Biz_unit3,Cat3,SubCat10,UnitBase98,Gender2,Group8,Colour9,20160127,6.50,3,32,168,0
56A45565,SeasonA_Y3,Product56,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase397,Gender1,Group10,Colour2,0,1.00,0,0,0,1
56CBDF87,SeasonA_Y3,Product35,Cycle2,Country4,Biz_unit3,Cat3,SubCat10,UnitBase194,Gender2,Group2,Colour2,20160708,5.00,2,106,0,0
56CC3674,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group8,Colour2,20160524,3.00,4,213,258,0
56CC6016,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group9,Colour1,20160509,2.00,1,223,669,1
56CC8F63,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group9,Colour1,20160523,2.50,3,459,185,0
55E19A14,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit4,Cat15,SubCat41,UnitBase143,Gender1,Group8,Colour8,20160107,8.00,0,23,195,0
55E18E02,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit4,Cat15,SubCat41,UnitBase143,Gender1,Group8,Colour2,20160108,8.00,0,23,162,0
55E0F145,SeasonA_Y3,Product30,Cycle2,Country1,Biz_unit3,Cat8,SubCat24,UnitBase80,Gender2,Group9,Colour2,20160102,5.00,2,49,78,0
55E58A22,SeasonA_Y3,Product1,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase459,Gender1,Group2,Colour2,20160102,8.00,2,50,201,0
55E22A58,SeasonA_Y3,Product3,Cycle1,Country5,Biz_unit3,Cat3,SubCat6,UnitBase10,Gender1,Group10,Colour1,20160108,6.50,0,21,60,0
55E29666,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit3,Cat3,SubCat10,UnitBase109,Gender2,Group8,Colour11,20151230,3.00,3,65,172,0
55E12799,SeasonA_Y3,Product19,Cycle2,Country1,Biz_unit3,Cat8,SubCat15,UnitBase38,Gender2,Group8,Colour2,20160104,6.50,4,26,154,0
561B4779,SeasonA_Y3,Product9,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase222,Gender1,Group10,Colour8,20160315,5.00,2,44,101,0
561B6105,SeasonA_Y3,Product9,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase222,Gender1,Group10,Colour3,20160315,5.00,2,17,204,0
561B5694,SeasonA_Y3,Product9,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase222,Gender1,Group10,Colour2,20160315,5.00,2,44,174,0
5604A686,SeasonA_Y3,Product64,Cycle2,Country1,Biz_unit4,Cat15,SubCat33,UnitBase439,Gender1,Group8,Colour9,20160311,1.50,0,90,21,0
5604DC40,SeasonA_Y3,Product9,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase188,Gender2,Group8,Colour2,20160318,8.00,0,100,95,0
56054343,SeasonA_Y3,Product10,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase14,Gender2,Group9,Colour3,20160301,4.00,2,141,168,0
56D06F55,SeasonA_Y3,Product24,Cycle1,Country4,Biz_unit3,Cat3,SubCat8,UnitBase223,Gender1,Group10,Colour4,20160506,1.50,6,160,134,0
562EAD45,SeasonA_Y3,Product1,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase115,Gender1,Group8,Colour2,20160111,8.00,0,97,183,0
55FD1953,SeasonA_Y3,Product6,Cycle2,Country7,Biz_unit4,Cat4,SubCat12,UnitBase44,Gender1,Group9,Colour2,20160304,6.50,4,62,232,0
55FDA795,SeasonA_Y3,Product34,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase242,Gender2,Group2,Colour8,20160317,10.00,4,7,7,0
55FD4193,SeasonA_Y3,Product6,Cycle1,Country7,Biz_unit3,Cat3,SubCat8,UnitBase12,Gender1,Group10,Colour2,20160217,4.00,3,35,168,0
55FF0C52,SeasonA_Y3,Product6,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase339,Gender2,Group2,Colour9,20160322,10.00,0,43,294,0
55FD8763,SeasonA_Y3,Product6,Cycle2,Country4,Biz_unit3,Cat3,SubCat6,UnitBase79,Gender1,Group8,Colour1,0,4.00,0,0,0,1
55FD3177,SeasonA_Y3,Product6,Cycle2,Country7,Biz_unit4,Cat4,SubCat12,UnitBase44,Gender1,Group9,Colour11,20160503,6.50,9,0,10,0
560A8690,SeasonA_Y3,Product52,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase251,Gender1,Group8,Colour2,20160302,6.50,3,60,181,0
55D70707,SeasonB_Y3,Product6,Cycle1,Country2,Biz_unit4,Cat4,SubCat9,UnitBase276,Gender2,Group10,Colour11,20151229,5.00,2,128,556,1
55D54254,SeasonA_Y3,Product43,Cycle2,Country1,Biz_unit3,Cat8,SubCat77,UnitBase484,Gender2,Group8,Colour11,20160115,4.00,0,22,92,0
56A4E004,SeasonA_Y3,Product9,Cycle2,Country1,Biz_unit4,Cat4,SubCat9,UnitBase211,Gender2,Group8,Colour1,20160502,5.00,2,103,182,0
55D6CE50,SeasonA_Y3,Product2,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase100,Gender2,Group10,Colour5,20160126,3.00,2,48,356,0
55D6EC80,SeasonA_Y3,Product1,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase95,Gender2,Group2,Colour2,20160103,5.00,7,42,266,0
55DA0068,SeasonA_Y3,Product2,Cycle2,Country7,Biz_unit3,Cat3,SubCat10,UnitBase98,Gender2,Group8,Colour10,20160202,6.50,2,38,121,0
5621F488,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase26,Gender2,Group8,Colour5,20160510,5.00,2,119,445,0
56CC2658,SeasonA_Y3,Product9,Cycle2,Country4,Biz_unit3,Cat3,SubCat10,UnitBase487,Gender2,Group9,Colour11,20160523,3.00,3,139,176,0
56112080,SeasonA_Y3,Product10,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase14,Gender2,Group2,Colour11,20160419,8.00,2,95,344,0
5611F492,SeasonA_Y3,Product5,Cycle2,Country1,Biz_unit3,Cat3,SubCat8,UnitBase59,Gender1,Group2,Colour2,20160219,7.50,0,17,155,0
56118076,SeasonA_Y3,Product10,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase77,Gender1,Group8,Colour1,20160331,6.50,0,26,413,1
56ABEB07,SeasonA_Y3,Product13,Cycle2,Country2,Biz_unit3,Cat3,SubCat6,UnitBase277,Gender1,Group2,Colour1,20160523,8.00,3,94,192,0
